OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNC,EXCEPTRSND,SEVERITYCO,SEVERITYDE,COLLISIONT,PERSONCOUN,PEDCOUNT,PEDCYLCOUN,VEHCOUNT,INJURIES,SERIOUSINJ,FATALITIES,INCDATE,INCDTTM,JUNCTIONTY,SDOT_COLCO,SDOT_COLDE,INATTENTIO,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTG,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKK,HITPARKEDC,geometry,near_str_index,min_length,weather_group,date,time,hour,dayofweek,weekday,rushhour,weather_group2
67565,80704,80704,2908162,Matched,Block,,S DEARBORN ST BETWEEN 6TH AVE S AND MAYNARD AVE S,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2008-05-18T00:00:00.000Z,5/18/2008 12:52:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,8139004.0,,45.0,Vehicle - Pedalcyclist,5805,0,N,POINT (1272214.297011539 220913.320406273),18338.0,7.602412436582547e-06,Clear or Partly Cloudy,2008-05-18,12:52:00,12.0,6,0,0.0,Clear or Partly Cloudy
67628,82311,82311,2882251,Matched,Intersection,29050.0,BOYLSTON AVE E AND E OLIVE E WAY,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2008-04-21T00:00:00.000Z,4/21/2008 6:38:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,Y,8112018.0,,45.0,Vehicle - Pedalcyclist,23232,0,N,POINT (1273038.029620394 229665.2279352248),3929.0,0.0,Raining,2008-04-21,18:38:00,18.0,0,1,1.0,Raining
67676,80982,80982,2802351,Matched,Block,,NE 45TH ST BETWEEN 7TH AVE NE AND 8TH W AVE NE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-11-06T00:00:00.000Z,11/6/2008,Mid-Block (not related to intersection),23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",,0,Raining,Wet,Daylight,Y,8311017.0,,45.0,Vehicle - Pedalcyclist,7040,0,N,POINT (1274025.332853392 244767.4182866961),15853.0,2.272866297706576e-05,Raining,2008-11-06,00:00:00,,3,1,,Raining
67840,81666,81666,3274187,Matched,Intersection,30482.0,2ND AVE AND JAMES ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-09-28T00:00:00.000Z,9/28/2008 1:30:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,8272011.0,,45.0,Vehicle - Pedalcyclist,12032,0,N,POINT (1270583.694641873 223305.2345847189),134.0,0.0,Clear or Partly Cloudy,2008-09-28,13:30:00,13.0,6,0,0.0,Clear or Partly Cloudy
67879,81796,81796,3286833,Matched,Intersection,26605.0,8TH AVE NW AND NW 45TH ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2008-11-23T00:00:00.000Z,11/23/2008 4:59:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,8328013.0,,45.0,Vehicle - Pedalcyclist,2280,0,N,POINT (1262712.39504981 245042.3817429841),6057.0,0.0,Clear or Partly Cloudy,2008-11-23,16:59:00,16.0,6,0,1.0,Clear or Partly Cloudy
67931,80867,80867,2881084,Matched,Intersection,26965.0,FREMONT AVE N AND N 42ND ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-03-06T00:00:00.000Z,3/6/2008,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,Y,8066034.0,,45.0,Vehicle - Pedalcyclist,8396,0,N,POINT (1266674.953261867 243605.607341513),1243.0,0.0,Clear or Partly Cloudy,2008-03-06,00:00:00,,3,1,,Clear or Partly Cloudy
67935,82455,82455,3289079,Matched,Block,,2ND AVE BETWEEN UNION ST AND PIKE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-11-21T00:00:00.000Z,11/21/2008 6:15:00 PM,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Raining,Wet,Dark - Street Lights On,Y,8326003.0,,45.0,Vehicle - Pedalcyclist,12168,0,N,POINT (1269167.241392419 225698.1291791648),135.0,1.0206619767903732e-08,Raining,2008-11-21,18:15:00,18.0,4,1,1.0,Raining
67956,81269,81269,2829495,Matched,Block,,ROOSEVELT WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2008-03-31T00:00:00.000Z,3/31/2008 9:20:00 AM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,8091010.0,,45.0,Vehicle - Pedalcyclist,9118,0,N,POINT (1274743.822390139 245742.8497117013),13341.0,1.9798688392947268e-10,Clear or Partly Cloudy,2008-03-31,09:20:00,9.0,0,1,1.0,Clear or Partly Cloudy
67982,81403,81403,2826624,Matched,Intersection,29851.0,BOREN AVE AND STEWART ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-03-04T00:00:00.000Z,3/4/2008,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,8064007.0,,45.0,Vehicle - Pedalcyclist,13701,0,N,POINT (1270638.711345926 228645.0983981937),3393.0,0.0,Clear or Partly Cloudy,2008-03-04,00:00:00,,1,1,,Clear or Partly Cloudy
68055,80740,80740,2882505,Matched,Intersection,29861.0,CRAWFORD PL AND E PINE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-05-04T00:00:00.000Z,5/4/2008,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,Y,8125021.0,,45.0,Vehicle - Pedalcyclist,10348,0,N,POINT (1272237.122099563 227982.7903015018),1148.0,0.0,Clear or Partly Cloudy,2008-05-04,00:00:00,,6,0,,Clear or Partly Cloudy
68077,82595,82595,3277290,Matched,Intersection,25716.0,ROOSEVELT WAY NE AND NE 62ND ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-07-15T00:00:00.000Z,7/15/2008 7:49:00 AM,At Intersection (intersection related),69,PEDALCYCLIST OVERTURNED IN ROAD,,0,Clear or Partly Cloudy,Dry,Daylight,Y,8197004.0,,45.0,Vehicle - Pedalcyclist,9202,0,N,POINT (1274821.663286209 249136.9402111769),7288.0,0.0,Clear or Partly Cloudy,2008-07-15,07:49:00,7.0,1,1,1.0,Clear or Partly Cloudy
68081,82594,82594,2616707,Matched,Intersection,27153.0,EASTLAKE AVE E AND FUHRMAN AVE E,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-07-16T00:00:00.000Z,7/16/2008 9:34:00 AM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,Y,8198005.0,,45.0,Vehicle - Pedalcyclist,6078,0,N,POINT (1273704.647989064 241221.0042030662),995.0,0.0,Clear or Partly Cloudy,2008-07-16,09:34:00,9.0,2,1,1.0,Clear or Partly Cloudy
68111,81418,81418,2829915,Matched,Intersection,24183.0,8TH AVE NW AND NW 70TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-07-21T00:00:00.000Z,7/21/2008 5:55:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,8203031.0,,45.0,Vehicle - Pedalcyclist,3176,0,N,POINT (1262882.377001986 251637.319349736),4345.0,0.0,Clear or Partly Cloudy,2008-07-21,17:55:00,17.0,0,1,1.0,Clear or Partly Cloudy
68129,82071,82071,2908306,Matched,Intersection,29665.0,1ST AVE AND BROAD ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-03-26T00:00:00.000Z,3/26/2008 11:15:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,8086005.0,,45.0,Vehicle - Pedalcyclist,13269,0,N,POINT (1265758.944812939 228731.1069742739),9555.0,0.0,Clear or Partly Cloudy,2008-03-26,11:15:00,11.0,2,1,0.0,Clear or Partly Cloudy
68160,82343,82343,2892007,Matched,Block,,S GENESEE ST BETWEEN 37TH AVE S AND 38TH AVE S,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-03-06T00:00:00.000Z,3/6/2008,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Overcast,Dry,Dark - Street Lights On,Y,8066001.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1281916.299837485 209155.4770662338),22267.0,2.0125062718801386e-06,Overcast,2008-03-06,00:00:00,,3,1,,Clear or Partly Cloudy
68257,82082,82082,2617892,Matched,Block,,N 36TH ST BETWEEN FREMONT PL N AND FREMONT AVE N,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2008-05-14T00:00:00.000Z,5/14/2008 6:09:00 PM,Mid-Block (not related to intersection),54,PEDALCYCLIST STRUCK MOTOR VEHICLE REAR END,,0,Clear or Partly Cloudy,Dry,Daylight,,8135005.0,Y,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1266466.768685654 241311.4794031531),23302.0,1.4955877454844535e-05,Clear or Partly Cloudy,2008-05-14,18:09:00,18.0,2,1,1.0,Clear or Partly Cloudy
68266,82080,82080,C707628,Matched,Block,,ALKI TRL BETWEEN HARBOR AVE SW AND SW FLORIDA ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-07-16T00:00:00.000Z,7/16/2008 5:10:00 PM,Driveway Junction,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,8198049.0,,45.0,Vehicle - Pedalcyclist,4286,0,N,POINT (1260843.487463906 214144.4367513359),8266.0,2.9988749736722468e-05,Clear or Partly Cloudy,2008-07-16,17:10:00,17.0,2,1,1.0,Clear or Partly Cloudy
68301,82610,82610,2805294,Matched,Block,,WESTLAKE AVE N BETWEEN NEWELL ST AND NICKERSON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-06-27T00:00:00.000Z,6/27/2008 8:40:00 PM,Mid-Block (not related to intersection),23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",,0,Clear or Partly Cloudy,Dry,Daylight,,8179005.0,,45.0,Vehicle - Pedalcyclist,20053,0,N,POINT (1267244.354094461 238957.8695447445),13817.0,1.4373915771824937e-06,Clear or Partly Cloudy,2008-06-27,20:40:00,20.0,4,1,0.0,Clear or Partly Cloudy
68322,80887,80887,2825337,Matched,Block,,ALKI AVE SW BETWEEN MARINE AVE SW AND 59TH AVE SW,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-05-26T00:00:00.000Z,5/26/2008 5:30:00 PM,Mid-Block (not related to intersection),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,Y,8147005.0,,45.0,Vehicle - Pedalcyclist,3634,0,N,POINT (1251919.407326758 215638.7134248614),8727.0,1.5759288158035606e-05,Clear or Partly Cloudy,2008-05-26,17:30:00,17.0,0,1,1.0,Clear or Partly Cloudy
68338,81158,81158,2795539,Matched,Intersection,27183.0,1ST AVE NE AND NE 45TH ST,,,2b,Serious Injury Collision,Cycles,5,0,1,1,1,1,0,2008-04-11T00:00:00.000Z,4/11/2008 12:32:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,8102004.0,,45.0,Vehicle - Pedalcyclist,6528,0,N,POINT (1272052.552243382 244821.6562387496),2275.0,0.0,Clear or Partly Cloudy,2008-04-11,12:32:00,12.0,4,1,0.0,Clear or Partly Cloudy
68388,84598,84598,2897200,Matched,Intersection,36974.0,24TH AVE NW AND NW 85TH ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2008-07-22T00:00:00.000Z,7/22/2008 8:30:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,8204027.0,,45.0,Vehicle - Pedalcyclist,2246,0,N,POINT (1257648.442148626 255766.0274499655),5335.0,0.0,Clear or Partly Cloudy,2008-07-22,20:30:00,20.0,1,1,0.0,Clear or Partly Cloudy
68394,84210,84210,3287063,Matched,Intersection,26711.0,11TH AVE NW AND NW 45TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-11-03T00:00:00.000Z,11/3/2008,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Overcast,Wet,Daylight,Y,8308010.0,,45.0,Vehicle - Pedalcyclist,41860,0,N,POINT (1261580.185640648 245068.0060629994),31.0,0.0,Overcast,2008-11-03,00:00:00,,0,1,,Clear or Partly Cloudy
68449,82882,82882,2895617,Matched,Intersection,32116.0,HARBOR AVE SW AND SW SPOKANE NR ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-10-20T00:00:00.000Z,10/20/2008 7:58:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,0,Raining,Wet,Daylight,,8294004.0,,45.0,Vehicle - Pedalcyclist,0,524810,N,POINT (1260954.943272009 212361.5148935169),8300.0,0.0,Raining,2008-10-20,07:58:00,7.0,0,1,1.0,Raining
68453,83022,83022,2899634,Matched,Block,,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,,2,Injury Collision,Cycles,4,0,1,1,1,0,0,2008-07-30T00:00:00.000Z,7/30/2008 8:06:00 AM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,8212035.0,,45.0,Vehicle - Pedalcyclist,12797,0,N,POINT (1268370.450863615 233507.7053151727),8780.0,1.6527839516039307e-05,Clear or Partly Cloudy,2008-07-30,08:06:00,8.0,2,1,1.0,Clear or Partly Cloudy
68456,83553,83553,2826294,Matched,Block,,DEXTER AVE N BETWEEN 6TH AVE N AND WHEELER ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-11-25T00:00:00.000Z,11/25/2008 5:16:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Overcast,Wet,Dark - Street Lights On,,8330034.0,,45.0,Vehicle - Pedalcyclist,0,522526,N,POINT (1267905.256687135 237334.5344390869),11929.0,1.4741621737447864e-05,Overcast,2008-11-25,17:16:00,17.0,1,1,1.0,Clear or Partly Cloudy
68512,84081,84081,2899108,Matched,Block,,12TH AVE BETWEEN E COLUMBIA ST AND E MARION ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2008-09-03T00:00:00.000Z,9/3/2008,Mid-Block (not related to intersection),56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,Y,0,Clear or Partly Cloudy,Dry,Daylight,,8247012.0,,45.0,Vehicle - Pedalcyclist,10714,0,N,POINT (1274518.8026779 225966.6191634387),8407.0,5.730560052789369e-06,Clear or Partly Cloudy,2008-09-03,00:00:00,,2,1,,Clear or Partly Cloudy
68546,84211,84211,3287142,Matched,Intersection,29863.0,MELROSE AVE AND PINE ST,,,2,Injury Collision,Cycles,4,0,1,1,1,0,0,2008-11-03T00:00:00.000Z,11/3/2008,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Raining,Wet,Dark - Street Lights On,Y,8308009.0,,45.0,Vehicle - Pedalcyclist,10336,0,N,POINT (1271813.802035138 227999.6394535303),897.0,0.0,Raining,2008-11-03,00:00:00,,0,1,,Raining
68549,83945,83945,2828765,Matched,Intersection,25423.0,14TH AVE NW AND NW MARKET ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-01-03T00:00:00.000Z,1/3/2008,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Raining,Wet,Dusk,Y,8003003.0,,45.0,Vehicle - Pedalcyclist,0,520757,N,POINT (1260938.171943992 247706.2063857019),7584.0,0.0,Raining,2008-01-03,00:00:00,,3,1,,Raining
68570,84611,84611,3281664,Matched,Block,,BEACON ER AVE S BETWEEN S ANGELINE ST AND S COLUMBIAN WAY,,,2,Injury Collision,Cycles,4,0,1,2,1,0,0,2008-10-17T00:00:00.000Z,10/17/2008 6:44:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,8291004.0,,45.0,Vehicle - Pedalcyclist,15929,0,N,POINT (1277208.996088654 207697.8138967305),8242.0,2.197069666105545e-05,Clear or Partly Cloudy,2008-10-17,18:44:00,18.0,4,1,1.0,Clear or Partly Cloudy
68619,83827,83827,2798392,Matched,Intersection,29862.0,BELLEVUE AVE AND E PINE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-05-18T00:00:00.000Z,5/18/2008 8:15:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Dusk,Y,8139003.0,,45.0,Vehicle - Pedalcyclist,10342,0,N,POINT (1272084.808499411 227986.9833255112),633.0,0.0,Clear or Partly Cloudy,2008-05-18,20:15:00,20.0,6,0,0.0,Clear or Partly Cloudy
68620,83693,83693,3281916,Matched,Block,,RAINIER AVE S BETWEEN S KENNY ST AND S GRAHAM ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2008-11-24T00:00:00.000Z,11/24/2008 7:27:00 AM,Driveway Junction,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Overcast,Dry,Daylight,Y,8329001.0,,45.0,Vehicle - Pedalcyclist,23924,0,N,POINT (1283966.699007586 203029.5958439559),17166.0,7.73097949648209e-06,Overcast,2008-11-24,07:27:00,7.0,0,1,1.0,Clear or Partly Cloudy
68643,83426,83426,2827948,Matched,Intersection,30136.0,15TH AVE AND E MADISON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-05-02T00:00:00.000Z,5/2/2008,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,8123013.0,Y,45.0,Vehicle - Pedalcyclist,22976,0,N,POINT (1275540.203574955 227657.8561571836),1117.0,0.0,Clear or Partly Cloudy,2008-05-02,00:00:00,,4,1,,Clear or Partly Cloudy
68658,84219,84219,2897979,Matched,Block,,GOLF DR S BETWEEN S CHARLES ST AND 14TH AVE S,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2008-03-28T00:00:00.000Z,3/28/2008 8:55:00 AM,Mid-Block (but intersection related),23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",,0,Snowing,Wet,Daylight,Y,8088001.0,,45.0,Vehicle - Pedalcyclist,14098,0,N,POINT (1274704.568502098 220075.2641494125),15192.0,1.81343842276008e-05,Raining,2008-03-28,08:55:00,8.0,4,1,1.0,Raining
68680,82764,82764,3284280,Matched,Intersection,25159.0,17TH AVE NW AND BARNES AVE NW,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2008-08-07T00:00:00.000Z,8/7/2008,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,8220003.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1259624.423462659 247281.2806892693),10282.0,0.0,Clear or Partly Cloudy,2008-08-07,00:00:00,,3,1,,Clear or Partly Cloudy
68693,84752,84752,2799018,Matched,Intersection,27106.0,15TH AVE NE AND NE 41ST ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-08-05T00:00:00.000Z,8/5/2008,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,8218002.0,,45.0,Vehicle - Pedalcyclist,21313,0,N,POINT (1275999.922743425 243088.9660609812),15665.0,0.0,Clear or Partly Cloudy,2008-08-05,00:00:00,,1,1,,Clear or Partly Cloudy
68733,82767,82767,3283761,Matched,Intersection,24286.0,AURORA AVE N AND N 80TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-09-10T00:00:00.000Z,9/10/2008 1:07:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,Y,8254007.0,,45.0,Vehicle - Pedalcyclist,27296,0,N,POINT (1268233.995567471 254229.6219443828),13877.0,0.0,Clear or Partly Cloudy,2008-09-10,13:07:00,13.0,2,1,0.0,Clear or Partly Cloudy
68815,84494,84494,3284079,Matched,Block,,LEARY WAY NW BETWEEN NW 43RD ST AND 7TH AVE NW,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2008-09-05T00:00:00.000Z,9/5/2008,Mid-Block (not related to intersection),55,PEDALCYCLIST STRUCK MOTOR VEHICLE RIGHT SIDE SIDESWIPE,,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,8249004.0,,45.0,Vehicle - Pedalcyclist,17378,0,N,POINT (1263012.838442117 244182.1631180942),6470.0,0.0,Clear or Partly Cloudy,2008-09-05,00:00:00,,4,1,,Clear or Partly Cloudy
68844,83044,83044,3277819,Matched,Intersection,25177.0,SHILSHOLE AVE NW AND NW DOCK PL,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-09-08T00:00:00.000Z,9/8/2008,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,8252005.0,,45.0,Vehicle - Pedalcyclist,17205,0,N,POINT (1258882.278181896 246034.5076959878),7579.0,0.0,Clear or Partly Cloudy,2008-09-08,00:00:00,,0,1,,Clear or Partly Cloudy
68856,82775,82775,3274510,Matched,Intersection,30511.0,6TH AVE S AND S JACKSON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-12-01T00:00:00.000Z,12/1/2008,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,Y,8336005.0,,45.0,Vehicle - Pedalcyclist,24416,0,N,POINT (1272080.813875407 222140.4535275251),1803.0,0.0,Overcast,2008-12-01,00:00:00,,0,1,,Clear or Partly Cloudy
68859,82910,82910,3274261,Matched,Block,,NW 58TH ST BETWEEN 17TH AVE NW AND 20TH AVE NW,,,1,Property Damage Only Collision,Cycles,3,0,1,1,0,0,0,2008-09-15T00:00:00.000Z,9/15/2008 6:00:00 PM,Mid-Block (not related to intersection),21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,0,Clear or Partly Cloudy,Dry,Daylight,Y,8259008.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1259251.153446272 248557.6448505819),17265.0,0.0,Clear or Partly Cloudy,2008-09-15,18:00:00,18.0,0,1,1.0,Clear or Partly Cloudy
66012,79019,79019,2881383,Matched,Block,,NE 65TH ST BETWEEN 14TH AVE NE AND 15TH AVE NE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-08-15T00:00:00.000Z,8/15/2007 9:26:00 PM,Mid-Block (not related to intersection),56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,Y,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,7227001.0,,45.0,Vehicle - Pedalcyclist,29273,0,N,POINT (1276028.822263449 250008.9285640568),13193.0,1.8817534798047847e-06,Clear or Partly Cloudy,2007-08-15,21:26:00,21.0,2,1,0.0,Clear or Partly Cloudy
66018,79151,79151,2798500,Matched,Block,,HIGH POINT DR SW BETWEEN SW RAYMOND ST AND 30TH N AVE SW,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-07-15T00:00:00.000Z,7/15/2007 6:43:00 PM,Driveway Junction,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,7196002.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1261221.575208291 204088.4123570472),3580.0,7.585860458918739e-06,Clear or Partly Cloudy,2007-07-15,18:43:00,18.0,6,0,1.0,Clear or Partly Cloudy
66118,80480,80480,2907604,Matched,Block,,EAST MARGINAL WAY S BETWEEN S HANFORD ST AND S HORTON ST,,,2b,Serious Injury Collision,Cycles,3,0,2,1,2,2,0,2008-01-31T00:00:00.000Z,1/31/2008 9:15:00 AM,Mid-Block (but intersection related),21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,0,Raining,Dry,Daylight,,8031005.0,,45.0,Vehicle - Pedalcyclist,4678,0,N,POINT (1268551.714159802 213377.0764945596),6885.0,2.8763684152588e-05,Raining,2008-01-31,09:15:00,9.0,3,1,1.0,Raining
66167,78905,78905,2906126,Matched,Block,,MELROSE AVE BETWEEN PINE ST AND YALE AVE,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2007-11-18T00:00:00.000Z,11/18/2007 8:31:00 PM,Driveway Junction,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,7322003.0,,45.0,Vehicle - Pedalcyclist,11516,0,N,POINT (1271816.64773114 228084.3372456133),22389.0,2.7838682641779773e-05,Clear or Partly Cloudy,2007-11-18,20:31:00,20.0,6,0,0.0,Clear or Partly Cloudy
66175,79687,79687,2826266,Matched,Block,,DEXTER AVE N BETWEEN REPUBLICAN ST AND MERCER ST,,,2,Injury Collision,Cycles,4,0,1,1,1,0,0,2008-07-01T00:00:00.000Z,7/1/2008,Mid-Block (but intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,Y,8183002.0,,45.0,Vehicle - Pedalcyclist,12640,0,N,POINT (1268311.922351554 231223.1936328262),11928.0,7.448147300580169e-09,Clear or Partly Cloudy,2008-07-01,00:00:00,,1,1,,Clear or Partly Cloudy
